,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
97,2046,2004-10-15,795840500.0,795840500.0,122913.0,122913.0,69.0,4339.0,홍콩,"(주)디스테이션,이십세기폭스필름코퍼레이션","18세관람가,청소년관람불가",드라마,왕가위,"양조위,공리,왕비,기무라 다쿠야,장쯔이,유가령,장첸,장만옥"
98,어깨동무,2004-03-12,753985500.0,753985500.0,119884.0,119884.0,26.0,3015.0,한국,CJ ENM,15세관람가,코미디,조진규,"김아중,최령,이성진,이문식,유동근,박예리,박정률,배정아,강호동,김경용,최철호,김무생"
99,여자는 남자의 미래다,2004-05-05,778685500.0,778685500.0,116639.0,116639.0,34.0,3520.0,한국,CJ ENM,18세관람가,드라마,홍상수,"유지태,성현아,김태우,오유진,엄수정,김호정,박정환,오달수,김방선,허영진,박희은,김대훈,전은미,박승배,서하나,김태훈,박희은"
100,헬보이,2004-08-20,729643000.0,729643000.0,113785.0,113785.0,59.0,3471.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,SF,길예르모 델 토로,"셀마 블레어,론 펄먼"
101,라이어,2004-04-23,706033000.0,706033000.0,108156.0,108156.0,51.0,3092.0,한국,CJ ENM,18세관람가,"코미디,멜로/로맨스",김경형,"주진모,공형진,서영희,손현주,정우철,송선미,오만석,기주봉,정희태"
102,새벽의 저주,2004-05-14,694533500.0,694533500.0,106515.0,106515.0,27.0,2415.0,미국,UIP코리아,18세관람가,"공포(호러),스릴러",잭 스나이더,"사라 폴리,빙 라메스,제이크 웨버"
103,비포 선셋,2004-10-22,702130500.0,702130500.0,104699.0,104699.0,42.0,3733.0,미국,"THE 픽쳐스,워너브러더스 코리아(주)","15세관람가,15세이상관람가",드라마,리차드 링클레이터,"줄리 델피,에단 호크"
104,"DMZ, 비무장지대",2004-11-26,659079000.0,659079000.0,102233.0,102233.0,65.0,4649.0,한국,영화사청어람(주),18세관람가,"드라마,전쟁",이규형,"김정훈,정채경,박건형,김종환,조경진,조대영,박현욱,박현주,노장식,장광익,박상현,최수안,이영종,이영호,김종학,김종환,이지수,박휘순,이대연,정은표,리우진,이계형"
105,바람의 전설,2004-04-09,636285500.0,636285500.0,97925.0,97925.0,42.0,2889.0,한국,(주)시네마서비스,15세관람가,드라마,박정우,"이성재,박솔미,김수로,문정희,김동영,김미경,정종훈,최정우,이정인,이칸희,유해진,정현철,조미경,홍성원,신현중,김의석,최현우,최혜진,허문영,백수미,한송이,백정현,권태훈,류정은,서원영,김도경,채영,최선희,오지연,정진영,김양수,김영복,이현우,이혜림,오현수,이필모,신현종,황석정,김병춘"
106,"[통합]회고전, 기획전 등",,449723300.0,449723300.0,95296.0,95296.0,7.0,1793.0,,,,,,
107,하나와 앨리스,2004-11-17,582787000.0,582787000.0,91993.0,91993.0,71.0,3659.0,일본,"(주)미디어캐슬,(주)팝엔터테인먼트,쇼이스트(주)",12세관람가,드라마,이와이 슌지,"아오이 유우,스즈키 안"
108,저지 걸,2004-04-09,582966500.0,582966500.0,91127.0,91127.0,35.0,2592.0,미국,CJ ENM,12세관람가,멜로/로맨스,케빈 스미스,"벤 애플렉,리브 타일러"
109,모터사이클 다이어리,2004-11-12,579249500.0,579249500.0,89331.0,89331.0,33.0,2181.0,영국,UIP코리아,15세관람가,드라마,월터 살레스,"가엘 가르시아 베르날,로드리고 드 라 세르나,미아 마에스트로"
110,퀸카로 살아남는 법,2004-09-03,575148500.0,575148500.0,88261.0,88261.0,49.0,2469.0,미국,UIP코리아,15세관람가,코미디,마크 S. 워터스,"린제이 로한,레이첼 맥아덤즈"
111,발레 교습소,2004-12-03,531000000.0,531000000.0,87380.0,87380.0,83.0,3551.0,한국,CJ ENM,15세관람가,드라마,변영주,"윤계상,김민정,이준기,온주완,박윤영,도지원,백종현,김일형,전정호,김태균,이은경,이종원,이미도,윤택,곽민호,최정인,남정희"
112,데스티네이션 2,2004-06-11,576664000.0,576664000.0,87267.0,87267.0,55.0,2771.0,미국,UIP코리아,18세관람가,공포(호러),데이비드 R. 엘리스,"마이클 랜디스,A.J. 쿡,알리 라터"
113,아홉살 인생,2004-03-26,527412000.0,527412000.0,85312.0,85312.0,27.0,2492.0,한국,(주)시네마서비스,전체관람가,드라마,윤인호,"윤범호,김석,최성,이세영,나아현,김명재,정선경,안내상,송수근,송현석,노현정,이동혁,김경수,최덕문,신정근,지대한"
114,쉘 위 댄스,2004-11-12,549961000.0,549961000.0,82926.0,82926.0,87.0,3971.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,드라마,피터 첼섬,"제니퍼 로페즈,리차드 기어,수잔 서랜든"
115,화이트 칙스,2004-11-17,497455500.0,497455500.0,79181.0,79181.0,53.0,3200.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,코미디,키넌 아이보리 웨이언스,"숀 웨이언스,마론 웨이언스"
116,엑소시스트: 더 비기닝,2004-11-17,506528500.0,506528500.0,77126.0,77126.0,67.0,3329.0,미국,워너브러더스 코리아(주),18세관람가,공포(호러),레니 할린,"이자벨라 스코럽코,스텔란 스카스가드"
117,빅 피쉬,2004-03-05,476625000.0,476625000.0,72239.0,72239.0,14.0,1154.0,미국,"(주)팝엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가,12세관람가",판타지,팀 버튼,"이완 맥그리거,알버트 피니,빌리 크루덥,제시카 랭,헬레나 본햄 카터,알리슨 로먼,마리옹 꼬띠아르"
118,해피 에로 크리스마스,2003-12-17,459220000.0,459220000.0,71441.0,71441.0,11.0,884.0,한국,(주)튜브엔터테인먼트,15세관람가,드라마,이건동,"김선아,차태현,박영규,김지영,송윤희,조미영,홍성규,조상렬,신영운,박윤미,최창우,김현두,박창호,김경란,김동규,고현용,천승철,김선용,윤동원,박성범,최영두,김형범,정석용,오태경,손진호,김중기,박충선,염동헌,이청아,오창경"
119,빈집,2004-10-15,455157000.0,455157000.0,71342.0,71342.0,60.0,4104.0,한국,영화사청어람(주),15세관람가,드라마,김기덕,"이승연,재희,권혁호,주진모,이의수,신태석,박남민,박동진,이홍석,박세진,이종섭"
120,사랑에 빠지는 아주 특별한 법칙,2004-11-12,428449500.0,428449500.0,65383.0,65383.0,76.0,3073.0,아일랜드,코리아픽쳐스(주),15세관람가,멜로/로맨스,피터 호윗,"피어스 브로스넌,줄리안 무어"
121,21 그램,2004-10-23,420278500.0,420278500.0,63811.0,63811.0,59.0,3092.0,미국,(주)영화사한결,18세관람가,드라마,알레한드로 곤잘레스 이냐리투,"숀 펜,나오미 왓츠"
122,거미숲,2004-09-03,412069500.0,412069500.0,63270.0,63270.0,61.0,2368.0,한국,영화사청어람(주),18세관람가,"미스터리,범죄",송일곤,"감우성,이은주,김영재,강경헌,서정,장현성,김의정,유주현,윤영,이용주,김희정,손병호,조성하,윤주상,정승길,지우"
123,노 브레인 레이스,2004-09-24,382766500.0,382766500.0,62026.0,62026.0,40.0,2187.0,미국,롯데쇼핑㈜롯데시네마,12세관람가,코미디,제리 주커,"로완 앳킨슨,존 클리즈,라네이 채프만,우피 골드버그,쿠바 구딩 주니어"
124,몬스터,2004-06-18,384667000.0,384667000.0,58659.0,58659.0,30.0,1368.0,독일,무비즈엔터테인먼트㈜,18세관람가,드라마,팻티 젠킨스,"샤를리즈 테론,크리스티나 리치"
125,빙우,2004-01-16,363240500.0,363240500.0,55656.0,55656.0,18.0,1015.0,한국,(주)쇼박스,12세관람가,드라마,김은숙,"김하늘,이성재,송승헌,이상윤,김지연,유해진,조경래,추천호,이승준"
126,무간도3 - 종극무간,2004-07-02,363105000.0,363105000.0,54307.0,54307.0,29.0,1663.0,홍콩,이십세기폭스코리아(주),18세관람가,드라마,"유위강,맥조휘","양조위,유덕화,여명"
127,블러디 선데이,2004-06-18,331392500.0,331392500.0,53738.0,53738.0,13.0,1226.0,영국,㈜영화사 백두대간,12세관람가,드라마,폴 그린그래스,"팀 피곳 스미스,제임스 네스빗"
128,엘프,2004-12-15,328584000.0,328584000.0,53690.0,53690.0,63.0,2679.0,미국,이십세기폭스코리아(주),전체관람가,코미디,존 파브로,"윌 페렐,제임스 칸,밥 뉴하트,에드워드 애스너,주이 디샤넬"
129,콜드 마운틴,2004-02-20,342775000.0,342775000.0,53667.0,53667.0,17.0,955.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,전쟁,안소니 밍겔라,"니콜 키드먼,주드 로,르네 젤위거"
130,여고생 시집가기,2004-12-23,323778500.0,323778500.0,52356.0,52356.0,51.0,1888.0,한국,무비즈엔터테인먼트㈜,15세관람가,코미디,오덕환,"은지원,임은경,황재석,김희성,박정율,신효진,김경환,민성주,정다빈,김철준,윤기원,이칸희,김동효,심이영"
131,내 남자 친구는 왕자님,2004-06-18,344008000.0,344008000.0,52225.0,52225.0,40.0,1754.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,멜로/로맨스,마사 쿨리지,"줄리아 스타일즈,루크 마블리"
132,귀여워,2004-11-26,325502500.0,325502500.0,50874.0,50874.0,89.0,3316.0,한국,(주)튜브엔터테인먼트,18세관람가,"드라마,코미디",김수현,"김석훈,정재영,예지원,박희순,장선우,박재영,박혜성,노진성,문성준,장석훈,윤일랑,김승식,이준원,김희정,김준배,박선우,김규남,이수빈"
133,매트릭스3 레볼루션,2003-11-05,357720500.0,357720500.0,50543.0,50543.0,19.0,920.0,미국,워너브러더스 코리아(주),15세관람가,"SF,액션,범죄","릴리 워쇼스키,라나 워쇼스키","키아누 리브스,로렌스 피쉬번,캐리 앤 모스"
134,진주 귀걸이를 한 소녀,2004-09-03,330772000.0,330772000.0,49378.0,49378.0,18.0,1116.0,영국,"(주)영화사 진진,필름뱅크(주)","15세관람가,15세이상관람가","드라마,멜로/로맨스",피터 웨버,"스칼렛 요한슨,콜린 퍼스,톰 윌킨슨,킬리언 머피"
135,신석기 블루스,2004-12-30,303966500.0,303966500.0,48907.0,48907.0,85.0,1118.0,한국,(주)쇼박스,15세관람가,코미디,김도혁,"김현주,이종혁,이민아,이성재,남현,허정규,김인태,박보영,김지성,최진호,김창완,옥지영,이승호,신이,성기윤,원애리,정민성,김기천,남정희"
136,낭만자객,2003-12-05,312851500.0,312851500.0,48744.0,48744.0,8.0,600.0,한국,CJ ENM,18세관람가,코미디,윤제균,"김민종,최성국,진재영,신이,허태구,김미미,신정선,최영훈,권성환,강성필,전국환,김태곤,진구,왕빛나"
137,마지막 늑대,2004-04-01,303851500.0,303851500.0,47731.0,47731.0,26.0,1646.0,한국,"(주)쇼박스,영화사풍년상회(주)",15세관람가,코미디,구자홍,"황정민,양동근,김경란,김현정,오달수,장항선,신동호,최가연,이화룡,최승호,이혜영,김준성,김준하,손호승,황석정,김기현,유승목,이봉규,조희봉,정인겸"
138,프레디 대 제이슨-13일의 금요일11,2004-08-27,304298500.0,304298500.0,47430.0,47430.0,58.0,2631.0,미국,(주)영화사한결,18세관람가,공포(호러),우인태,"켈리 로랜드,모니카 키나"
139,마스터 앤드 커맨더: 위대한 정복자,2003-11-28,289780500.0,289780500.0,45523.0,45523.0,11.0,571.0,미국,이십세기폭스필름코퍼레이션,12세관람가,"전쟁,드라마,액션,어드벤처",피터 위어,"러셀 크로우,폴 베타니"
140,사마리아,2004-03-05,285452000.0,285452000.0,44856.0,44856.0,23.0,1674.0,한국,쇼이스트(주),18세관람가,드라마,김기덕,"곽지민,이얼,서민정,한여름,권현민,최서진,임병조,김재영,정윤수,한창현,김기두,정인기"
141,완벽한 그녀에게 딱 한가지 없는 것,2004-11-05,283599500.0,283599500.0,44359.0,44359.0,43.0,2133.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,코미디,게리 위닉,"제니퍼 가너,마크 러팔로"
142,돌려차기,2004-07-23,253837000.0,253837000.0,41295.0,41295.0,53.0,1804.0,한국,(주)시네마서비스,12세관람가,코미디,남상국,"박지연,현빈,진태현,김영호,김동완,신민철,신재민,정세인,최진우,조은희,나현,박철훈,남은영,노봉서,한용준,김갑동,김경모,서원진,김경욱,민성주,이상령,유재경,태인호,정민규,김태상,최세영,오선화,임대경,정유진,정철우,우성,김진섭,이창준,정우,이기우,문지윤"
143,신암행어사,2004-11-26,247353500.0,247353500.0,40728.0,40728.0,66.0,2547.0,한국,(주)시네마서비스,15세관람가,"애니메이션,판타지,SF","안태근,조지 시무라","구자형,지성,엄상현,배정미,송준석,배정민,김승준"
144,안녕! 유에프오,2004-01-30,250534000.0,250534000.0,40361.0,40361.0,17.0,864.0,한국,(주)튜브엔터테인먼트,전체관람가,드라마,김진민,"김응수,변희봉,봉태규,이범수,이은주,정인선,홍윤정,박정수,배태종,류주현,정석원,이무룡,서용준,박근수,이힘찬,정금자,박상현,박상현,임선애,김진,이규섭,김종옥,조재윤,김영재,주부진,박성호"
145,"조제, 호랑이 그리고 물고기들",2004-10-29,257541500.0,257541500.0,40155.0,40155.0,11.0,1192.0,일본,"(주)디스테이션,(주)프레인글로벌,(주)스폰지이엔티","15세관람가,15세이상관람가",드라마,이누도 잇신,"츠마부키 사토시,이케와키 치즈루"
146,테이킹 라이브즈,2004-04-15,249467500.0,249467500.0,38736.0,38736.0,19.0,1551.0,미국,워너브러더스 코리아(주),18세관람가,스릴러,D.J. 카루소,"에단 호크,안젤리나 졸리,키퍼 서덜랜드"
147,킬빌,2003-11-21,255769000.0,255769000.0,38442.0,38442.0,6.0,600.0,미국,CJ ENM,18세관람가,액션,쿠엔틴 타란티노,"우마 서먼,루시 루"
148,폴리와 함께,2004-04-02,252615500.0,252615500.0,37807.0,37807.0,25.0,1253.0,미국,UIP코리아,15세관람가,멜로/로맨스,존 햄버그,"제니퍼 애니스턴,벤 스틸러,필립 세이모어 호프만,알렉 볼드윈"
149,모나리자 스마일,2004-03-19,238920500.0,238920500.0,37280.0,37280.0,18.0,1153.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,드라마,마이크 뉴웰,"매기 질렌할,커스틴 던스트,줄리아 스타일즈,줄리아 로버츠"
150,[통합]영화패키지상영,,306097000.0,306097000.0,34932.0,34932.0,23.0,533.0,,,,,,
151,망치,2004-08-06,209407500.0,209407500.0,34805.0,34805.0,32.0,1103.0,한국,스폰지,전체관람가,애니메이션,안태근,"김용준,표영재,최석필"
152,...ing,2003-11-28,217269000.0,217269000.0,34264.0,34264.0,7.0,594.0,한국,(주)튜브엔터테인먼트,12세관람가,"드라마,멜로/로맨스",이언희,"임수정,김래원,이미숙,김지영,김현수,박혜연,장미,이성경,박소연,김순애,최덕문,김인문,양주호"
153,사랑도 통역이 되나요?,2004-02-20,221802000.0,221802000.0,33668.0,33668.0,15.0,880.0,미국,CJ ENM,15세관람가,"멜로/로맨스,액션",소피아 코폴라,"빌 머레이,스칼렛 요한슨,지오바니 리비시"
154,갓센드,2004-09-03,217199000.0,217199000.0,33405.0,33405.0,47.0,1645.0,미국,(주)시네마서비스,15세관람가,공포(호러),닉 햄,"그렉 키니어,레베카 로메인,로버트 드 니로,카메론 브라이트"
155,더 캣,2003-12-31,199609500.0,199609500.0,32784.0,32784.0,12.0,695.0,미국,CJ ENM,전체관람가,"판타지,어드벤처",보 웰치,"마이크 마이어스,알렉 볼드윈"
156,사토라레,2003-11-21,198034500.0,198034500.0,30598.0,30598.0,4.0,332.0,일본,(주)시네마서비스,전체관람가,드라마,모토히로 카츠유키,"안도 마사노부,스즈키 쿄카"
157,그녀를 모르면 간첩,2004-01-30,187798000.0,187798000.0,30435.0,30435.0,22.0,822.0,한국,(주)쇼박스,15세관람가,코미디,박한준,"공유,김정화,백일섭,김애경,남상미,김경섭,송혁재,홍승현,박경환,심재원,박한준,서동욱,강현,문진호,정영준,이재혁,유순철,김명국,조달환,이승연,유인영"
158,히달고,2004-03-19,188771000.0,188771000.0,29703.0,29703.0,15.0,940.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,액션,조 존스톤,"줄레이카 로빈슨,비고 모텐슨,오마 샤리프"
159,팜므 파탈,2004-11-17,191690000.0,191690000.0,29489.0,29489.0,42.0,1779.0,프랑스,(주)시네마서비스,18세관람가,범죄,브라이언 드 팔마,안토니오 반데라스
